target,MLP_RMSE,MLP_RMSE_cliff,SVM_RMSE,SVM_RMSE_cliff,RF_RMSE,RF_RMSE_cliff,GBM_RMSE,GBM_RMSE_cliff,KNN_RMSE,KNN_RMSE_cliff,GAT_RMSE,GAT_RMSE_cliff,GCN_RMSE,GCN_RMSE_cliff,AFP_RMSE,AFP_RMSE_cliff,MPNN_RMSE,MPNN_RMSE_cliff,CNN_RMSE,CNN_RMSE_cliff,LSTM_RMSE,LSTM_RMSE_cliff,Transformer_RMSE,Transformer_RMSE_cliff,KANO_RMSE,KANO_RMSE_cliff,KANO_Siams_RMSE,KANO_Siams_RMSE_cliff
O00311_Ki,0.7853364728084314,0.9172829119983013,1.3377681659027747,2.080201254469138,0.6835779871468994,0.7721180619208269,0.6190944094657707,0.7877110189843853,0.7579430444665893,0.7586413640867626,1.0228930657917639,1.4728560374868092,1.0531810357947615,1.3561250875258524,0.9108445724792141,1.118559349609834,1.3656940673536826,1.4030170649776725,0.806653769383594,0.7667045913455063,0.6054933693329176,0.7399053435067295,0.7890502115931606,1.0359116070191026,0.6250459668207268,0.7098027741511809,,
O00329_IC50,0.8766324868467379,0.8621796595790255,1.005796396592852,0.9408339395230141,0.6432629814377525,0.6767455584552163,0.6961906708229078,0.7304710146887643,0.7129879818481704,0.7408593276677918,0.8877424793308086,0.9033372254833746,0.8527934359311985,0.8435168435276015,0.8037322431025833,0.847533637545728,0.8499779245287297,0.8375796276703824,,,,,0.8181771727272968,0.8381886309457968,0.6716098849678439,0.684967915368661,,
O00329_Ki,0.7829151895313379,1.213582063388506,1.2203229926716224,0.9801813005416522,0.6499074675413061,0.9403032235188796,0.5714981433895067,0.9682051756738671,0.9221653336494722,1.154875525473998,1.016861998337147,1.1543648348823097,1.1741448592015455,1.3995389539650387,0.9707605977739436,1.081203587829877,0.9263899223596753,0.8676673579904682,1.3929485576069047,1.37694606938602,0.8862403872432862,1.4638221383282057,1.0073247630439164,1.2063463151462377,0.7405552923759645,1.153835004362937,,
O00408_IC50,0.7079601219769747,0.878071546368932,1.4889469023363975,1.361381159008411,0.6973925815043545,0.8309623834088771,0.6541683225034508,0.8282387737019749,0.7132508475158915,0.8635130895668907,1.0174073769711498,1.2176268984321406,1.1133495687819501,1.350249045405132,0.9929065004045289,1.1821365119525509,0.9304699619552367,1.0284804499287088,1.1901628184184627,1.302263438292857,0.8468500639452363,0.9778833121435131,0.8007866589724694,1.008530284566577,0.6949855568957021,0.843809586090639,,
O00418_Ki,0.47448263219949033,,0.13883856172846717,,0.11833028719423426,,0.1174247144373285,,0.11577720521173177,,0.4841071967102239,,0.5076114502412429,,0.4133743213200025,,0.44746945309815933,,0.10648469517951775,,0.11439260977327904,,0.18434339866564867,,0.11977579060790221,,,
O00444_IC50,0.48816998939566353,0.3483329082236782,1.664682411560077,0.9381970236361218,0.37586547712062074,0.3029146735580698,0.5269461750648965,0.40955597797227916,0.5337237874286824,0.48708178830994486,1.0194034050867713,0.8809471846488411,0.8293182004041765,0.6862984110975184,0.904804045334918,0.8819592643833924,1.216333284550807,0.8937662706809253,1.1367754599096238,1.4657436207862269,0.6818339225159779,0.5578306505412329,0.7961485328893134,0.5351205152928834,0.4608780620656603,0.5230390003671141,,
O00444_Ki,0.6932273825770211,1.1042786888839502,0.8487770120464317,1.2584530882564944,0.5982478534499845,0.9761951341701907,0.5701084617140588,0.9116747474638841,0.7030464222239967,1.139201517138482,0.8205023843619863,1.2729860974023708,0.9133062084728748,1.294052982223102,0.7916146090845402,1.4671769572618532,0.9053454578680519,1.166667963252835,0.8035558531199641,0.925940046723355,0.7689085698748119,0.9107897577470109,0.7802376783803706,0.9341041127073755,0.7283774446473252,1.0908396101607551,,
O00459_IC50,0.7495693178274482,0.4172506263301401,0.5411364188714843,0.5164469525064543,0.5005188157027947,0.4166994843136043,0.48326312790175413,0.38946367057975795,0.5154367935195915,0.5021084576322198,0.7932949311313999,0.8421803657001127,0.9959430650405181,0.8942584951094258,0.6979527457912886,0.785586950319761,0.6885252587873462,0.6250006279291862,0.7395316185577812,0.6381412793717469,0.6229540400831358,0.49541909647188737,0.602568610133715,0.4793489471988341,0.5302980403220489,0.53196676771529,,
O00482_IC50,0.6316594548775564,0.6452211682040714,0.5250394529625592,0.24586647111493884,0.5455612589382574,0.8315305343104663,0.5561317923842021,0.7901653252676232,0.5207409954323708,0.4076011299413634,0.6874546376782426,0.541736252364549,0.7810287334622001,0.7114940265750606,0.6904098579968088,0.32619165547175355,0.7848853395516618,0.4740145985873924,0.6708847323158731,1.2279532579604824,0.5349742034809768,0.8774536039881803,0.5933876025511705,0.9629409281104923,0.5316332842390504,0.8031116656391609,,
O00487_IC50,0.6963476167301426,0.1348560000000001,0.5427265407714278,1.1393492390141189,0.43168202093217656,0.013599999999993173,0.4490723089867623,0.1569231565807936,0.4909620218047855,0.032727272727271384,0.6550027824826813,0.29759150000000023,0.727422428817892,0.8992300000000002,0.5801271745092078,0.9867669999999995,0.6067894484308963,0.17784569999999977,0.49387074813616805,0.17507669999999997,0.4932700976693926,0.07394200000000062,0.46651781249055796,0.041894699999999396,0.44390885510970546,0.29722684104733155,,
O00519_IC50,1.155032992211735,1.1602241361362984,1.6381844151487261,1.5206222912476088,0.9509792642552802,1.009495832646507,0.8811414077155344,0.9167167555014835,0.95915316245473,0.9310036203109946,1.4290427852059926,1.4826769020470374,1.164156395000072,1.2389153640624988,1.078427610985903,1.1386827684719585,1.2618221227887183,1.2750241284047674,1.2149852883923664,1.192489036590507,0.9769204697366553,0.9749583979590459,0.9803544104735168,1.0305669288826491,0.8960074846841809,0.9201241853216466,,
O00519_Ki,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O00591_IC50,1.625002940184227,2.2086446606177517,2.3742908171705963,2.359749995932407,1.3653980765952607,1.6564730768127403,1.5954871898294805,2.1639691414858957,1.6001702476682822,1.660642241875833,1.8354410942568447,2.0782923369754713,1.8716823648796486,1.829529486517497,1.8739347070902437,1.8559533549435567,1.5363313670708822,1.9220021293198777,1.8007435778880663,1.8656443842950028,1.5730456924486496,1.630064149837923,1.6075983738155821,1.8330225145683006,1.5105646206474925,2.1810732789518577,,
O00591_Ki,0.748474450030055,0.536630173128052,1.2383077388001253,1.276612790087884,0.735161640961814,0.8564845715880816,0.6672834054563976,0.7258919885620962,1.008283183246195,1.0033736426733848,1.0521477848397125,1.2002546212025653,1.1818812326881014,1.2130133651138841,1.0196791205264564,1.0042849251868624,1.0041546537286967,0.9883749366321223,0.9099526134740689,1.0106556025829336,0.8732247956360591,0.9885693950061241,0.8882053598186944,0.9864864523651452,0.7211700089008198,0.8794113470461776,,
O00763_IC50,1.2289793714860666,1.2762690682841145,0.7869138254358483,0.8425285237895388,0.5531527755566933,0.6667083632749153,0.5808705981940724,0.6939680680950944,0.6031840143277776,0.6905267280324031,0.7925694668026079,0.8720293468918662,0.7579016308550857,0.826712775707236,0.7598621318864248,0.8269591180037329,1.0562381624817618,1.1015564428251985,0.7097991624590388,0.7648941572636291,0.5658889603161331,0.6364976272702182,0.6897160712085536,0.744188528264813,0.5649203364923451,0.6102423966799077,,
O00767_IC50,0.7786294319471043,0.7663964109208466,1.0408836364502767,0.9166289685009598,0.6962312536186498,0.777299204829532,0.6991856158041913,0.7685501711006135,0.8489932525040094,0.8392749415985988,1.0143417650506956,0.9106104071697134,1.0124719331508916,0.9928798418124954,1.0416640302111755,1.0345393753195424,1.0904310572770302,1.2082625045209427,0.9854425204856131,0.9334742620979629,0.84479537147825,0.9311697687565833,0.8827468243464912,0.9605893366070849,0.8255872899967004,0.8029870265637791,,
O09028_IC50,0.7834809096755893,0.8531187912613116,1.2560920010573342,1.2427112324167264,0.7412946535107267,0.7502226410918664,0.7313094635983727,0.7573133249217174,0.7650455382727247,0.7695559415061639,1.1974494687887391,1.2127017994908054,1.3856899162211294,1.3220798062238104,0.9751624191554182,1.0402083014255317,1.1055720822854511,1.1744939357394053,,,,,0.8709476240847317,0.9090322963123484,0.7579379744782081,0.8181624930251252,,
O09028_Ki,0.5955010882491191,0.5948367344838481,1.3913606746671126,1.2230240052492278,0.7660648322794952,0.6988828063357445,0.6452029086934102,0.6296122772652579,0.79297363922981,0.8630290841315813,0.9902906284959192,0.9086128319565405,1.3137792691535644,1.2781829335168067,0.9504319647636992,1.0339795728010173,1.2799671376139896,1.1093883028092488,1.0540798217229228,1.0278214921600393,0.9307012774413964,0.9653211985351904,0.918273234985,0.8652726784925977,0.7282962392977821,0.7578254980458986,,
O14649_IC50,0.7297917939901302,0.7106116427742205,1.3259982415585172,0.7818986163267759,0.9976980154112982,0.6264692957851361,0.9717209588814023,0.6123446800774452,1.2272674469817197,0.6506904500503278,1.1335184014317705,0.9063324586349525,1.183099580432035,0.9306601254236796,0.8849342446316373,0.8278026204326648,0.9063281688977756,0.8870363635814495,1.0737521922277595,0.7715740124980577,0.9339194616158996,0.9985458480927685,0.7849307116763585,0.6795190319125531,0.951810314665744,0.859872251602202,,
O14684_IC50,1.0130342717140521,1.336064389741463,1.1176257058986965,1.3199410037387163,0.6336349528391005,0.8169657812183808,0.6558852304805167,0.8634687972590437,0.7021846722467725,0.8364575984576992,0.992179808877402,1.1380044668462501,0.9679720723136735,1.2454521777152998,0.8526067247034295,1.0409756392565126,0.9222784208794382,1.1264718991969684,0.897440529695206,1.0283381427632614,0.7064843113137874,0.9374259699842419,0.7912607118842805,0.9261277787916966,0.7189880610236246,0.9617053264729334,,
O14727_IC50,0.7039572809822973,0.41828352422310383,0.6840643717593455,0.5463867675424194,0.49814786472079237,0.5052489608543973,0.4919549881388713,0.48091868330326476,0.5348579470329236,0.47708900985471353,0.7298710543039598,0.9754638927983547,0.8056601927670799,1.1991412389200635,0.6602574393449522,0.7759660869135198,0.6247215746074294,0.7780659516792774,0.6909917467656029,0.4528377626928044,0.5772576215596462,0.83830849585609,0.4967569216786214,0.4477550735966542,0.4908180958132529,0.6399883043256167,,
O14744_EC50,0.6543723728854044,0.478809315839961,0.6888608436309274,1.0342030762287269,0.46107787289311836,0.424214334215439,0.504438736642728,0.44289743974395573,0.48666751434646605,0.5588178877409437,0.9675684785633876,0.8868440601685783,0.8552509783393079,0.8107949060622677,0.7409966555566868,0.6840920687068117,0.8183294646868398,0.7709831190383503,1.7121135066661106,1.8201972543797227,0.5284591698594199,0.5223413940726559,0.5452886763045245,0.6708534569336018,0.4404449234970925,0.48351041888265084,,
O14744_IC50,0.8366302620977119,1.016856138223417,1.1112626970546349,0.9718253099843817,0.6863148298275473,0.8233546542100753,0.6664435163162623,0.7886906286282819,0.7183442918264797,0.7941730882138162,0.9464896685195813,1.0189969250205193,0.9380299588602111,0.9997227551711746,0.919573255856981,0.8457260213070145,0.8664364096845716,0.8970008270864109,1.1379439740208661,1.3858399027971242,0.8555815412560595,0.9821869926741819,0.7975030724041355,0.9727938613044781,0.6807829342012314,0.8163972651298909,,
O14746_IC50,0.7994637350399559,0.670231191282763,0.890085546096656,0.9315496070454592,0.7195536972145633,0.6029653182435254,0.6588877768572806,0.6549088860801043,0.7399308882467083,0.732986530170051,,,,,,,,,,,,,0.6243821978693512,0.6784719882894215,0.6619954896204014,0.6456491322827815,,
O14757_IC50,0.8486210344769985,0.9303959236791383,1.345186998176412,1.3140050739556506,0.7854185523322056,0.8354860186504302,0.8195356333680879,0.9034200859326932,0.8551815654830218,0.9496383538424679,,,,,,,,,,,,,0.9805456995979466,1.0363736373212182,0.793915123226239,0.8713224702540237,,
O14757_Ki,0.6808781041104501,0.7036248809428158,1.055665638315321,1.7599465827252936,0.6033312147489764,0.8445013467650618,0.5857716943128495,0.9235178048490932,0.6794823784352039,1.1432699369616655,0.9071671570425124,1.0289608803337458,0.7577177534696914,1.1866220565099235,0.7685007177469466,1.057420969010722,0.7699402542421842,0.8559040103159345,0.8172911028583507,1.1850300198924413,0.6184008048522435,1.0802925502807914,0.7087519940601341,1.0899300380050654,0.5843463328042108,0.8087564874672146,,
O14764_IC50,1.879069806623527,2.331776709174062,2.2255224188919853,2.1656396024579556,1.5543985420594868,1.7594197089425727,1.4987184107288032,1.8659059108482345,1.496205949603689,1.6843095764901077,1.7174890269386138,2.102052228647368,1.5540898089512931,1.829797294129865,1.2037339805269502,1.3236531697007816,1.472766805563432,1.805724186431508,1.8428914122133417,2.1999287545563297,1.8986475025574374,2.389175652205253,1.404213941571926,1.8013116714925104,1.7540594645954897,2.3238292301444323,,
O14764_Ki,0.748474450030055,0.536630173128052,1.2383077388001253,1.276612790087884,0.735161640961814,0.8564845715880816,0.6672834054563976,0.7258919885620962,1.008283183246195,1.0033736426733848,0.9704130590460104,1.1299748001318142,1.162302927702162,1.1161903166127314,1.0252846716289565,0.9871325340840627,1.009005200662738,0.9144648896251143,1.0057908003992295,1.0004788797762783,0.836599606499914,0.9407210997518239,0.8967321939784858,1.0225614859851015,0.7160724359235858,0.8673820644013996,,
O14842_EC50,0.597863197097943,0.67411676481565,1.0847925707396011,1.1548419684366593,0.6082581174333964,0.691901410001125,0.6423078183637646,0.7173163636343779,0.7327414039591812,0.8335288572738654,1.0069055069633266,1.1490251113430112,1.011199757499227,1.1070972184496763,0.8344286170385623,0.954210358641812,1.1590399897920352,1.1820872423232862,0.9374027627887113,1.0203234399371501,0.6977150527326821,0.8740058777822535,0.7973983646363593,0.8723905833653268,0.6391581549027288,0.7296081223677839,,
O14920_IC50,0.9208698093939612,0.9277995493132414,1.0149434661070253,0.995844098624855,0.4976263916657869,0.5076496507590044,0.516758971522446,0.5156626985128687,0.5403162747163804,0.5666734179633476,0.9292253113317852,0.9481935619793601,0.7601828725111255,0.6928034211335121,0.6828822876565317,0.5863509779242463,0.8873712769831045,0.8619370777575692,0.8571619477989119,0.687705726171601,0.6171115309441951,0.6379110541200638,0.6543676256315094,0.630284679235266,0.5783466628344978,0.5275897014916857,,
O14920_Ki,0.592923781779624,0.617986677028245,0.5219243661009478,1.0617591438311131,0.3653140032149429,0.8827404424857859,0.3375027496750422,0.8802282293761755,0.47332243433154286,1.1087988624432168,0.6834800964943945,1.4302202443159804,0.7140223747157565,1.1121260423941217,0.5606012457935465,0.9431230089568443,0.6383806211594908,1.0762608437482253,0.5417643412583121,1.100034587629031,0.3744784788549951,0.9661645904548921,0.4312010369259545,1.329401589050314,0.337414479087489,0.8314018572003691,,
O14939_IC50,0.6226731340745401,0.49466592649227714,0.7016845765314917,0.6661780309662931,0.5770697271553376,0.5138652429990309,0.6175686088583398,0.567844951299353,0.6622829095597231,0.6514679798480478,0.7947917397790676,0.809232263115113,0.8782064181313024,0.707190442713114,0.6305538918704324,0.6155657980580627,0.9645123771891664,1.0491298075508435,0.8491915297140464,0.9062264142065105,0.7479353436203294,0.7371154191563001,0.5683002218639026,0.5763363762504017,0.5558222549683208,0.5295123525343544,,
O14965_IC50,0.8368138494704495,1.0807339599746026,1.3055887238112185,1.3915457261800122,0.770208063198807,1.0055014664033746,0.7732413790726747,0.9703959204386341,0.8565008941563129,1.0394470858094562,1.10379343887444,1.2005505205658862,1.075730817170245,1.2299545856567946,0.965285734430254,1.1456944667042506,1.129968664723548,1.305642708444875,1.1854394012078429,1.2813771878607927,0.8279614759797767,1.1427493072173331,0.9740937516323792,1.1468750945166497,0.8433353578503691,1.0203840315144868,,
O14965_Kd,0.9330769163962086,1.0804229196520976,1.4582715865711882,1.2911180998382255,1.072034850621782,0.9919980414496881,0.9059482529016717,1.1327061611918114,1.0624019707046355,0.9222494004397992,1.2328674692944233,1.820993375560132,1.208096612278097,0.9037953530212373,1.369536068594343,1.160200124089713,1.4129185856248752,1.880309086808137,1.4533481655279945,1.967779437765034,1.2155199082052315,1.4368608702145627,1.175703447058691,1.4480263861595384,1.0529047264408544,1.0406332810223635,,
O14965_Ki,1.2252262452247973,1.6621358433736055,1.0550837735932317,1.5044937881760136,0.6331452976497063,0.9314816746175713,0.5967297889441262,0.8992740764841384,0.782039678404787,0.9358171113140875,0.8598115189377059,1.1994037753684752,0.8750257908432785,1.1184030187684872,0.7973545733480252,1.001666223019977,0.882789788956449,1.2604789336281763,0.8655624690922957,1.1124608252966564,0.6655859188569254,0.947193807900437,0.7372323632935055,0.8143711805316666,0.6315825660372645,0.9320781983262039,,
O14976_IC50,1.2433922705881557,0.41227277936641044,1.5103856605994408,1.845828341530341,1.1216788727462148,0.30974827586283266,1.1616782400100112,0.26156444036695314,1.2846227063478175,0.16598441627538751,1.568612630779644,0.6709969593362882,1.3342212840742884,0.8041981546115856,1.502378391526714,0.21967968871551408,1.3722317590247672,0.7438271285608806,1.4412958488756549,0.3137562827737478,1.2979438398520746,0.47505761764461807,1.48190288681916,0.5397845382860462,1.10852312373006,0.7799638386027608,,
O14976_Kd,0.9165219455657176,1.3184351189397099,1.1782154062609353,0.9888181431880211,0.9373662123833151,1.1167566604294263,0.9193830701112343,1.2156794662302175,1.233549191096677,1.118367123064908,1.1262771733155037,0.9292079805214508,1.1065622956871959,0.9919555868367154,0.9667944132599579,1.1590307877373072,1.316816437501467,1.8414213715583816,2.4392833845442476,2.945027224356699,0.8495138991652174,1.0163364677656699,1.0000949980527285,1.2233125317723614,0.8959453423883735,1.2066513913632753,,
O15075_Ki,0.5018417967560391,,0.2437277116614288,,0.24959134858869347,,0.22395252589629747,,0.21874773868656383,,0.4327305008340159,,0.4708023519293246,,0.4075266684787828,,0.5257158633807392,,0.24014936904033135,,0.26399132054383595,,0.2696331604055092,,0.1769406169732276,,,
O15111_IC50,0.5577895671623256,0.7843822258031338,0.9059249942098851,1.0187821864227278,0.5222381328487344,0.7343828817205984,0.5360287784880313,0.7939070055330667,0.6273829355315167,0.7163221741510594,0.859871921177537,0.95757569916504,1.023154745061788,0.8946662846614236,0.7423119848447659,0.822784234664826,0.8858148956589992,0.9418148203017856,1.025089473569909,1.2451397549265018,0.5832434831520314,0.7744967701957237,0.6706871110073143,0.8709859203581671,0.5325042480396455,0.6532007487663384,,
O15111_Ki,0.6670183972697776,0.9120343306157764,0.3388383483906227,0.6300394499567281,0.3228256960618802,0.6980593921006993,0.36489349415785993,0.902263594595502,0.31563297285568725,0.5525187910495082,0.5423478899869005,0.8847646084099094,0.5992858001671587,0.5271286682671722,0.48523924023668524,0.5533207187351314,0.5061328839403214,0.5670832001453006,0.41157532610043707,0.6736473521422245,0.30404144161556457,0.5823221095047074,0.371401369397655,0.558491476963483,0.33807869659761025,0.7883045333574351,,
O15151_IC50,0.6137457356531579,0.6059445098722802,0.9815707152389521,1.2036017516408855,0.5613605187392985,0.6867355625333521,0.5290318802808722,0.5918402754800334,0.7447793076591503,0.8919889695906057,0.9608928972921214,1.111764552237412,1.154755270708585,1.077368602928522,0.9566151279976026,0.8483876456258546,0.8002971096352098,0.9626050289779233,0.7861984894020263,0.6965928896560256,0.6528755619826513,0.8216260425372747,0.5656636977923701,0.6043081518405844,0.5657779107871366,0.7061276866045197,,
O15264_IC50,0.8168198340367183,0.8227256468462861,1.0678391642110956,1.0173443027881734,0.7040693135976134,0.8190668433609612,0.7598163826258572,0.861126935904957,0.8286919336934999,0.7725714074302641,1.104024699102493,1.2336484510888812,1.00439844368785,0.9251642397622677,0.9055294651369171,0.890603156301886,0.8916208440642186,0.9490147405644269,1.134485038185354,0.9959501022578175,0.847967232343909,0.8531678137027269,0.8115910364672049,0.8898289397631501,0.7969754403126086,0.7824660381454198,,
O15379_IC50,1.1708144719472495,1.3002698847136378,1.2601429820923402,1.2268207766452923,0.7712262304172075,0.8192642480266648,0.787368344076973,0.847518466904059,0.8546338607874263,0.8859541909510981,,,,,,,,,,,,,0.9643829773406749,1.048050518083269,0.7744561359087486,0.8633060458343879,,
O15399_IC50,0.9143447472353581,0.8394297237276314,1.5030408111717937,1.8039318454898166,0.7614769825289776,0.87656723563189,0.7193207664097395,0.8120163513428011,0.8235460657128618,0.9090378851329459,1.1025464598324208,1.4343197132927845,1.011465976659306,1.054949621259366,1.0072020942769147,0.8812467395560838,0.8766769156824238,1.1479857311263753,0.9329805645468,0.5841975104447567,0.7889609765198775,0.8939182854374168,0.9856453114840859,1.0453207399206408,0.7219168422645972,0.8435333818822341,,
O15438_IC50,0.5274044927301926,,0.15587034311073883,,0.15689143380099846,,0.15169906395882926,,0.13602717329003877,,,,,,,,,,,,,,0.20648973786934324,,0.14946887406209897,,,
O15439_IC50,0.552948213250353,,0.28778103273115624,,0.30025942306988423,,0.3020203875579131,,0.2856804455526983,,,,,,,,,,,,,,0.3850774209008346,,0.31598520310364453,,,
O15530_IC50,0.9044353233072585,0.753132816304748,1.2487539940396386,0.9728878315126526,0.7691902386746768,0.6102235308150443,0.7854441414206006,0.6448884955526853,0.9551686756259355,0.6644967161450077,1.00568126315957,0.9515538567955959,0.9853710910492715,0.8979827540752406,0.9046722028567219,0.8500149618243749,1.1533079952840815,1.094085062052815,,,,,0.888418178094211,0.815654853505973,0.7509450556845098,0.6935121533203148,,
O15530_Ki,0.6899795493721381,0.9553779248827238,0.502832376839246,0.7227639057646381,0.42198329653039507,0.9726681160601425,0.40688829750483896,1.0672746668516275,0.4289236907642016,0.8392046608604583,0.6552587268507569,0.8097258409791241,0.6104759246098466,0.7756667589949614,0.5672038355464522,0.789204094187009,0.611377041056577,0.7300666793348137,0.5013063119258341,0.6188272693545831,0.4620783253949426,0.9135363029739056,0.4408590149336123,0.9196055941621352,0.3824727376970394,0.9857542770016239,,
O35433_IC50,0.8206385355850274,0.8114820568064881,0.9412582861242241,0.8342319759567403,0.7525580242295872,0.688915849549507,0.7388493720740863,0.7056487986337217,0.7344902344975119,0.7051428517822067,1.0884912345217705,1.0311443511184681,0.9971900839105768,0.989575915464707,0.8591973852489302,0.8296942235060092,0.9625689752886556,0.8570698187403442,0.9876842670030469,0.9750412901617936,0.9482270760217418,0.8806204569408089,0.7750074876518694,0.7293102544003566,0.6768615210305527,0.6573582561921718,,
O42275_IC50,0.6484378127521884,0.7338176523261474,0.9800451069398346,1.1017446996281923,0.5410441262182577,0.6390615565308314,0.5865266196980052,0.6908060195839355,0.6421251648173802,0.7596966853867733,,,,,,,,,,,,,0.7301606262777102,0.8116929973046171,0.5727772985465508,0.6304996197530454,,
O42713_IC50,0.6875520247039079,0.8980327118810932,1.1193501090210323,0.9155175460901007,0.5684432443343624,0.8081849699482252,0.5796779963677116,0.7611042750223436,0.6475629796638005,0.6323339973666257,,,,,,,,,,,,,0.7514922831569895,0.8334598334421792,0.5782184715770285,0.7404284508842679,,
